person_id,name,character,role
17791,Norma Michaels,Doris's Mother,ACTOR
108477,Renna Nightingale,Indie Girl,ACTOR
103317,Eric Pumphrey,Indie Guy,ACTOR
61801,Brenna Rhea,Punk Girl,ACTOR
100049,Roz Ryan,Nurse 2,ACTOR
108478,Guilherme Scarabelot,Keith,ACTOR
108479,Shondale Seymour,Book Seller,ACTOR
108480,Leilani Smith,Jogger - Dayplayer,ACTOR
108481,Michael Terra,Sawyer,ACTOR
108482,Susan Ziegler,Prim Organizer,ACTOR
25796,Michael Showalter,,DIRECTOR
14172,James Badge Dale,Clyne,ACTOR
3286,Emily Mortimer,Fran Madison,ACTOR
20076,Gonzalo Menendez,Captain Marco Cabrera,ACTOR
2902,Max Martini,Capt. Sessions,ACTOR
39736,Ryan Robbins,Sgt. Comstock,ACTOR
7370,Bruce Greenwood,General Orland,ACTOR
57872,Jimmy Akingbola,Sgt. Steve McFadden,ACTOR
40950,Brian Caspe,Outpost Tech,ACTOR
35607,Clayne Crawford,Sgt. Toll,ACTOR
33649,Ursula Parker,Sari,ACTOR
6360,Louis Ozawa,Sargent Chen,ACTOR
86491,Miklós Bányai,Benson,ACTOR
78445,Dylan Smith,Talbot,ACTOR
6021,James D. Dever,Sgt Robin,ACTOR
176608,Royce Pierreson,Sgt Lilo Diaz,ACTOR
29549,Mark O'Neal,Lewis,ACTOR
129055,Declan Hannigan,Hayden,ACTOR
76735,Narantsogt Tsogtsaikhan,Engineer,ACTOR
605763,Tsogbaatar Batzorig,Weapons Engineer,ACTOR
144781,Philip Bulcock,Sgt. Chris Davis,ACTOR
237561,Peter Schueller,Sigint Tech,ACTOR
27054,Peter J. Chaffey,Jackson,ACTOR
47960,Filip Watermann,Doctor,ACTOR
231066,Michael Bodie,Efrem,ACTOR
606247,Aaron Șerban,Bogdan,ACTOR
1513739,András Ábel,Pilot,ACTOR
1513867,Zoltan Lörincz,Refugee,ACTOR
253910,Zoltán Téglás,Tank Commander,ACTOR
1513476,Zoli Teglas,Tank Gunner,ACTOR
974004,Tsogtsaikan Narantsogt,Engineer,ACTOR
862970,Thomas Kelly,DoD Executive,ACTOR
4679,Stephen Root,Dr. Mindala,ACTOR
230303,Nic Mathieu,,DIRECTOR
2734,Jesse Plemons,David Mulcahey,ACTOR
5151,Molly Shannon,Joanne Mulcahey,ACTOR
16244,Bradley Whitford,Norman Mulcahey,ACTOR
76500,Maude Apatow,Alexandra Mulcahey,ACTOR
79448,Madisen Beaty,Rebeccah Mulcahey,ACTOR
232374,John Early,Gabe,ACTOR
12209,Zach Woods,Paul,ACTOR
98207,Josie Totah,Justin,ACTOR
14248,June Squibb,Ruth-Anne,ACTOR
220,Paul Dooley,Ronnie,ACTOR
48848,Retta,Nina,ACTOR
17124,Matt Walsh,Steve,ACTOR
76072,Paula Pell,Aunt Patti,ACTOR
17122,Kerri Kenney,Aunt Lynne,ACTOR
42994,Colton Dunn,Dan,ACTOR
140544,Nicole Byer,Charlie,ACTOR
15925,Lennon Parham,Vicki,ACTOR
8535,Rose Abdoo,Anne,ACTOR
232376,D'Arcy Carden,Jessica,ACTOR
33705,Lynne Marie Stewart,Livia,ACTOR
343674,Deb Hiett,Cathy Columbo,ACTOR
368243,Kyle Lane,Daniel,ACTOR
232380,Kevin Dorff,Dennis,ACTOR
93746,Sophi Bairley,Caroline,ACTOR
290088,Mike Mitchell,Donnie,ACTOR
232379,Hilary Ward,Carla,ACTOR
861548,Fran Gillespie,Morgan,ACTOR
192950,Drew Tarver,Craig,ACTOR
130354,Brandon Scott Jones,Andrew,ACTOR
62,Alison Rich,Melanie,ACTOR
2124599,John Hartman,Rod,ACTOR
861500,Shirlynne Isham,Shirlynne,ACTOR
1355303,Lateefah Holder,Sandi,ACTOR
157694,Marla Garlin,Anita,ACTOR
103652,Kanoa Goo,Dave,ACTOR
814576,Richard Jin Namkung,Josh,ACTOR
232378,Brandon Higa,Jon,ACTOR
191213,Nik Dodani,Ron,ACTOR
232377,Yumi Iwama,Mom,ACTOR
68569,Devon Libran,Technician #1,ACTOR
22869,Waymond Lee,Bar Fly,ACTOR
6101,Stephanie Langnas,Wine Bar Patron,ACTOR
232381,Aaron David,Wine Bar Patron,ACTOR
232383,Evan Pinsonnault,UCB Member,ACTOR
232382,Adrian Lorenzo Puente,Church Patron,ACTOR
230971,Ren Wilson,Congregation Member (uncredited),ACTOR
232387,Heidi Appe,Church Choir Singer,ACTOR
232384,Carolyn Wilson,Older Employee,ACTOR
232385,Suzanne Mayes,Church Choir Singer,ACTOR
232386,Mary Sohn,Nurse,ACTOR
232388,Isaac Alisma,Assistant Manager,ACTOR
232392,Carmen Lezeth Suarez,Crying Dog Owner,ACTOR
232389,Chinedu Oji,Church Patron,ACTOR
232390,Reggie Ridgway,New Years Eve Party Guest,ACTOR
232391,Kye Haymon,Church Patron,ACTOR
232393,Chris Kelly,,DIRECTOR
40877,Rebecca Gibney,Lola Buckley,ACTOR
187912,Geraldine Hakewill,Chelsea Babbage,ACTOR
45149,Robyn Malcolm,Donna Walsh,ACTOR
91429,Kate Box,Maxine Middleton,ACTOR
21258,Michael Whalley,Lance Greiner,ACTOR
81217,Paul Gleeson,Tom McKaw,ACTOR
9660,Julie Benz,The Wife,ACTOR
84348,Carter Jenkins,The College Guy,ACTOR
7086,Cesar Garcia,The Tattooed Man,ACTOR
126970,Mercy Malick,The Lesbian,ACTOR
28245,Lisa Pelikan,The Cancer Survivor,ACTOR
76086,Molly Jackson,The Little Girl,ACTOR
249157,Sara Sanderson,Pretty Girl / Christina,ACTOR
117523,Michael Nardelli,Eric,ACTOR
249158,Lawrence Kao,The Asian Kid,ACTOR
163844,Fay DeWitt,The Old Woman,ACTOR
160606,Kurt Long,The Deacon,ACTOR
47957,Kevin Sheridan,Man 1,ACTOR
78112,Matt Corboy,The Husband,ACTOR
110911,Kaiwi Lyman,The Bearded Man,ACTOR
14584,Jordi Vilasuso,The Soldier,ACTOR
1073475,Marisol Ramirez,Woman #1,ACTOR
1764773,Allegra Masters,,ACTOR
1103445,Aimee McKay,,ACTOR
1764174,Ashley Key,,ACTOR
185625,Autumn Federici,,ACTOR
1397062,Bill Lewis,,ACTOR
34420,Brent Stiefel,,ACTOR
589382,Cameron Cruz,,ACTOR
203559,Coley Speaks,,ACTOR
632061,Daniel Lench,,ACTOR
48705,Daniel Yelsky,,ACTOR
16282,Gloria Sandoval,,ACTOR
1764321,Han Nah Kim,,ACTOR
490079,Jacquelyn Houston,,ACTOR
35722,Jamie Lee Redmon,,ACTOR
1416638,Leandra Terrazzano,,ACTOR
1416702,Rivka Rivera,,ACTOR
261424,Rory Uphold,,ACTOR
642329,Vee Kumari,,ACTOR
249160,Mario Miscione,,DIRECTOR
249159,Aaron Hann,,DIRECTOR
53400,Jodie Sweetin,Stephanie Tanner,ACTOR
90109,Candace Cameron Bure,DJ Tanner-Fuller,ACTOR
90110,Andrea Barber,Kimmy Gibbler,ACTOR
91997,Elias Harger,Max Fuller,ACTOR
91998,Soni Bringas,Ramona Gibbler,ACTOR
91999,Michael Campion,Jackson Fuller,ACTOR
72312,Juan Pablo Di Pace,Fernando,ACTOR
84911,Anna Torv,Harriet Dunkley,ACTOR
448080,Andrew McFarlane,Lockwood,ACTOR
87098,Marcus Graham,Andrew Griffiths,ACTOR
337623,Justin Smith,William Vaughn,ACTOR
234401,Aleks Mikic,Thomas Maher,ACTOR
83749,Danielle Cormack,Karen Koutoufides,ACTOR
161491,Laura Gordon,Caroline Treloar,ACTOR
131624,Rob Collins,Joseph Sullivan,ACTOR
87111,Don Hany,Ewan Garrity,ACTOR
21823,Joel Tobeck,Jim Hellier,ACTOR
339744,Robert Rabiah,Sami Almasi,ACTOR
29364,Louisa Mignone,Mina Almasi,ACTOR
80730,Benedict Hardie,Declan Boyd,ACTOR
121950,Tom Wren,Alex Berezin,ACTOR
157548,Kengo Kawanishi,Mikazuki Augus (voice),ACTOR
94526,Yoshimasa Hosoya,Orga Itsuka  (voice),ACTOR
103485,Yuka Terasaki,Aina Bernstein Kudelia (voice),ACTOR
22310,Natsuki Hanae,Biscuit Griffon (voice),ACTOR
51,Kevin Conroy,Bruce Wayne / Batman (voice),ACTOR
1989,Mark Hamill,The Joker (voice),ACTOR
20372,Tara Strong,Barbara Gordon / Batgirl (voice),ACTOR
13721,Ray Wise,Commissioner James Gordon (voice),ACTOR
5100,Robin Atkin Downes,Detective Harvey Bullock (voice),ACTOR
27095,Brian George,Alfred Pennyworth (voice),ACTOR
1950,John DiMaggio,Francesco (voice),ACTOR
38849,Rick D. Wasserman,Maroni (voice),ACTOR
9011,Maury Sterling,Paris (voice),ACTOR
6821,Fred Tatasciore,Carny Owner (voice),ACTOR
46415,Paul Dini,Patrolman (voice),ACTOR
250880,JP Karliak,Reese (voice),ACTOR
27098,Sam Liu,,DIRECTOR
15126,Henry Rollins,Jack,ACTOR
1200,Booboo Stewart,Jeremy,ACTOR
51933,Kate Greenhouse,Cara,ACTOR
51928,Jordan Todosey,Andrea,ACTOR
24244,David Richmond-Peck,Steve,ACTOR
51930,James Cade,Short,ACTOR
28641,Don Francks,Goatee Man,ACTOR
51929,Steven Ogg,Alex,ACTOR
51931,Dan Petronijevic,Steve,ACTOR
51932,Michael Cram,Tim,ACTOR
777820,Chantal Craig,Bar Patron,ACTOR
277076,Scott Edgecombe,Bartender,ACTOR
1031202,Robert Thomas,Bathroom Man,ACTOR
121198,Elias Edraki,Ben,ACTOR
279866,Tamara Almeida,Clerk,ACTOR
370754,Walter Alza,Derrick,ACTOR
353496,Scotty Cook,Flying Man,ACTOR
364794,Karl Campbell,Gary,ACTOR
670132,Blair Johannes,Grunt,ACTOR
96943,Aron Tager,Announcer,ACTOR
376940,Craig Burnatowski,Leather,ACTOR
180941,Danny Lima,Mailman,ACTOR
136415,Domenico Fiore,Manager,ACTOR
1031203,Elley Ray,Miranda,ACTOR
75327,Nuala Fitzgerald,Ruth,ACTOR
185214,Jerry A. Ziler,Thug,ACTOR
1428149,Mary Elaina Brisebois,Gillian (voice),ACTOR
11442,Alan C. Peterson,Televangelist,ACTOR
1428234,Dominic Longo,Vinny,ACTOR
1428319,Don Gough,Toro Bartender,ACTOR
1387279,Justin Bigelli,Thug,ACTOR
906073,Xavier de Guzman,Teenager #2,ACTOR
128000,Austin Macdonald,Teenager #1,ACTOR
370659,Anthony Gerbrandt,Smoker,ACTOR
51934,Jason Krawczyk,,DIRECTOR
5771,Jesse Eisenberg,Mike Howell,ACTOR
1179,Kristen Stewart,Phoebe Larson,ACTOR
1702,Topher Grace,Adrian Yates,ACTOR
6504,Connie Britton,Victoria Lasseter,ACTOR
2251,Walton Goggins,Laugher,ACTOR
4674,John Leguizamo,Rose,ACTOR
3780,Bill Pullman,Krueger,ACTOR
5437,Tony Hale,Agent Peter Douglas,ACTOR
6515,Stuart Greer,Sheriff Bernie Watts,ACTOR
3341,Michael Papajohn,Otis,ACTOR
6505,Monique Ganderton,Crane,ACTOR
744,Nash Edgerton,Beedle,ACTOR
6524,Paul Andrew O'Connor,Diesel,ACTOR
6516,Freddie Poole,Potter,ACTOR
3107,Ilram Choi,Newton,ACTOR
6525,James Bendishaw,Bourbon,ACTOR
6506,Lavell Crawford,Big Harold,ACTOR
4417,Sam Malone,Quinzin,ACTOR
6509,Jim Klock,Deputy Labutte,ACTOR
4411,Wayne Pére,Deputy Krantz,ACTOR
6528,Gabe Begneaud,Deputy Jordan,ACTOR
6529,Rachel Wulff,CNN Reporter,ACTOR
6510,Lyle Brocato,CIA Analyst,ACTOR
5375,Don Yesso,Air Force Commander,ACTOR
6530,Jack Yang,Gangster,ACTOR
6508,Vic Chao,Rowdy,ACTOR
6507,Johnny McPhail,Gas Station Attendant,ACTOR
6531,Nick Stanner,Asset #1,ACTOR
6533,Eyad Elbitar,Asset #2,ACTOR
6532,Trace Cheramie,Asset #3,ACTOR
6534,Isaac Hughes,Asset #4,ACTOR
6535,John Bernecker,Asset #5,ACTOR
16963,Tim J. Smith,Asset #6,ACTOR
244098,Matthew R. Staley,Asset #7,ACTOR
243575,Alvin Chong,Asset #8,ACTOR
76674,Michael Jamorski,Asset #9,ACTOR
244099,Greg Rementer,Asset #10,ACTOR
244100,Dino Dos Santos,Asset #11,ACTOR
244103,Robert Bennett,Shopper,ACTOR
1817,Teri Wyble,Tech #1,ACTOR
1821,James Moses Black,Tech #2,ACTOR
244101,Eric Stratemeier,Stunt Thug #1,ACTOR
244102,Eric VanArsdale,Stunt Thug #2,ACTOR
4006,Sope Aluko,Krueger's Wife,ACTOR
244104,Macee Binns,Party Hipster,ACTOR
6521,Nicolas Bosc,The Party Guy,ACTOR
6522,Kyle Crosby,Soldier,ACTOR
6517,Michelle DeVito,CIA Tech,ACTOR
4422,Alexander Eldimiati,CIA Operative,ACTOR
6527,Joseph Fischer,CIA Tech,ACTOR
6511,Philip Fornah,Concierge,ACTOR
6514,Tyler Forrest,Hooper,ACTOR
244108,Geraldine Glenn,Airport Traveler,ACTOR
6523,Mary Elizabeth Runyon,Gretchen,ACTOR
4403,Billy Slaughter,Staff Sgt. Harris,ACTOR
4425,John L. Armijo,CIA Agent,ACTOR
109129,Tom Bui,Businessman,ACTOR
77582,Johnny Otto,CIA Agent (uncredited),ACTOR
6536,Nima Nourizadeh,,DIRECTOR
13211,Najwa Nimri,Zulema Zahir,ACTOR
110398,Maggie Civantos,Macarena Ferreiro,ACTOR
71069,Berta Vázquez,Rizos Kabila,ACTOR
118533,Alba Flores,Saray Vargas,ACTOR
20495,María Isabel Díaz Lago,Sole Núñez,ACTOR
199536,Ramiro Blas,Carlos Sandoval,ACTOR
102226,Marta Aledo,Tere González,ACTOR
190704,Laura Baena,Antonia Trujillo,ACTOR
42578,Itziar Castro,Goya Fernández,ACTOR
71692,Alberto Velasco,Antonio Palacios,ACTOR
789152,Abril Zamora,Luna Garrido,ACTOR
115423,Cristina Marcos,Magdalena Cruz,ACTOR
67,Benjamín Vicuña,Antonio Hierro,ACTOR
76580,Adriana Paz,Altagracia Guerrero,ACTOR
595269,Jesús Castejón,Damián Castillo,ACTOR
85366,Eric Osborne,Miles Hollingsworth III,ACTOR
85368,Sara Waisglass,Frankie Hollingsworth,ACTOR
85363,Ricardo Hoyos,Zig Novak,ACTOR
85361,Olivia Scriven,Maya Matlin,ACTOR
269701,Ehren Kassam,Jonah Haak,ACTOR
85362,Lyle O'Donohoe,Tristan Milligan,ACTOR
85364,André Dae Kim,Winston Chu,ACTOR
85359,Ana Golja,Zoë Rivas,ACTOR
85371,Reiya Downs,Shay Powers,ACTOR
85357,Richard Walters,Tiny Bell,ACTOR
85370,Amanda Arcuri,Lola Pacini,ACTOR
85367,Nikki Gould,Grace Cardinal,ACTOR
228452,Jamie Bloch,Yael Baron,ACTOR
85365,Spencer MacPherson,Hunter Hollingsworth,ACTOR
269705,Chelsea Clark,Esme Song,ACTOR
269706,Dante Scott,Vijay Maraj,ACTOR
269708,Amir Bageria,Baaz Nahir,ACTOR
7165,Soma Bhatia,Goldi Nahir,ACTOR
614038,Parham Rownaghi,Saad,ACTOR
595449,Jelani Cobb,Self,ACTOR
325078,Angela Davis,Self,ACTOR
103284,"Henry Louis Gates, Jr.",Self,ACTOR
687519,Michelle Alexander,Self,ACTOR
104205,Cory Booker,Self,ACTOR
595450,Marie Gottschalk,Self,ACTOR
812868,Michael Hough,Self,ACTOR
99513,Gina Clayton,Self,ACTOR
595454,David Keene,Self,ACTOR
595453,James Kilgore,Self,ACTOR
595455,Bryan Stevenson,Self,ACTOR
595456,Nicholas Turner,Self,ACTOR
595451,John Hagan,Self,ACTOR
242734,Van Jones,Self,ACTOR
59976,Barack Obama,Self (archive footage),ACTOR
34900,Bill Clinton,Self (archive footage),ACTOR
356090,Jimmy Carter,Self (archive footage),ACTOR
34892,George W. Bush,Self (archive footage),ACTOR
43107,Donald Trump,Self (archive footage),ACTOR
34891,George H. W. Bush,Self (archive footage),ACTOR
50195,Hillary Clinton,Self (archive footage),ACTOR
261227,Martin Luther King Jr.,Self (archive footage),ACTOR
1338916,Malcolm X,Self (archive footage),ACTOR
134720,Lyndon B. Johnson,Self (archive footage),ACTOR
65320,Richard Nixon,Self (archive footage),ACTOR
130315,Nancy Reagan,Self (archive footage),ACTOR
70006,Ronald Reagan,Self (archive footage),ACTOR
410604,Gerald Ford,Self (archive footage),ACTOR
379544,Michael Dukakis,Self (archive footage),ACTOR
1724921,Bernie Sanders,Self (archive footage),ACTOR
457905,Assata Shakur,Self  (archive footage),ACTOR
5194,Ava DuVernay,,DIRECTOR
15625,David Duchovny,Detective Sam Hodiak,ACTOR
12378,Grey Damon,Brian Shafe,ACTOR
32502,Gethin Anthony,Charles Manson,ACTOR
51866,Emma Dumont,Emma Karn,ACTOR
46311,Claire Holt,Charmain Tully,ACTOR
23658,Michaela McManus,Grace Karn,ACTOR
21070,Brían F. O'Byrne,Ken Karn,ACTOR
357297,Monique Barajas,Femme de ménage,ACTOR
796150,Milauna Jackson,Kristin Shafe,ACTOR
21415,Ambyr Childers,Sadie,ACTOR
6006,Chance Kelly,Detective Ed Cutler,ACTOR
79448,Madisen Beaty,Patricia Krenwinkel,ACTOR
9567,Cameron Deane Stewart,Tex Watson,ACTOR
91400,Whitney Rose Pynn,Minnie,ACTOR
90663,Peyton List,Raimy Sullivan,ACTOR
39618,Riley Smith,Frank Sullivan,ACTOR
31966,Devin Kelley,Julie Sullivan,ACTOR
87912,Lenny Jacobson,Gordo,ACTOR
37373,Daniel Bonjour,Daniel Lawrence,ACTOR
55575,Anthony Ruivivar,Stan Moreno,ACTOR
995,Mekhi Phifer,Satch Reyna,ACTOR
435,Britt McKillip,Young Meghan,ACTOR
9057,Kate Bosworth,Jessie,ACTOR
2565,Jacob Tremblay,Cody,ACTOR
8663,Thomas Jane,Mark,ACTOR
7155,Annabeth Gish,Natalie,ACTOR
1608,Lance E. Nichols,Detective,ACTOR
7376,Scottie Thompson,Teacher,ACTOR
5681,Dash Mihok,Whelan,ACTOR
38935,Jay Karnes,Peter,ACTOR
80345,Kyla Deaver,Annie,ACTOR
85836,Courtney Bell,Andrea,ACTOR
130949,Ginger McNamara,Hospital Guest,ACTOR
85839,Justin Gordon,Doctor Tennant,ACTOR
1625985,Hunter Wenzel,Tate,ACTOR
1385046,Dyer Scott Lumpkin,Chrysalis Kids (as Dyer Lumpkin),ACTOR
2134136,Virginia Dru Bramblett,"Four-square girl, student",ACTOR
2134011,Keenen S. Crook,Nurse,ACTOR
2133945,Hali Everette,School Mate,ACTOR
258107,Jack Teague,Physcian in Mental Ward Dayroom,ACTOR
66084,Mike Flanagan,,DIRECTOR
22191,Mark Duplass,Jim,ACTOR
22335,Sarah Paulson,Amanda,ACTOR
38719,Clu Gulager,Waynie,ACTOR
406394,Alexandre Lehmann,,DIRECTOR
28831,Lynn Whitfield,Lady Mae Greenleaf,ACTOR
5198,Keith David,Bishop James Greenleaf,ACTOR
102216,Lamman Rucker,Jacob Greenleaf,ACTOR
43943,Merle Dandridge,Grace Greenleaf,ACTOR
96208,Kim Hawthorne,Kerissa Greenleaf,ACTOR
174923,Desiree Ross,Sophia Greenleaf,ACTOR
862879,Lovie Simone,Zora Greenleaf,ACTOR
986237,Deborah Joy Winans,Charity Greenleaf-Satterlee,ACTOR
27151,Jacqueline Kim,Gwen,ACTOR
37578,James Urbaniak,Fisher,ACTOR
64075,Freya Adams,Gwen 2.0,ACTOR
4889,Ken Jeong,Han,ACTOR
2889,Jennifer Ehle,Isa Cryer,ACTOR
64076,Samantha Kim,Jules,ACTOR
64077,Troi Zee,Amanda,ACTOR
26714,Olivia Horton,Sarai,ACTOR
64078,Jennifer Ikeda,Lily,ACTOR
64079,Mercedes Griffeth,Ginger,ACTOR
64080,Sameerah Luqmaan-Harris,Winnie,ACTOR
64081,Theresa Navarro,Olivia,ACTOR
79541,Rex Lee,Drake,ACTOR
498085,Jeanne Sakata,Soon Yang,ACTOR
1915486,Matthew Kim,Ken,ACTOR
227974,Rebecca Summers,Spokesperson,ACTOR
64082,Jennifer Phang,,DIRECTOR
13240,Werner Herzog,Narrator (voice),ACTOR
232559,Clive Oppenheimer,Himself - Volcanologist,ACTOR
1580202,Mael Moses,"Himself - Chief, Endu Village",ACTOR
595794,Katia Krafft,Herself - Volcanologist (archive footage),ACTOR
595795,Maurice Krafft,Himself - Volcanologist (archive footage),ACTOR
595796,Sri Sumarti,Himself - Volcanologist,ACTOR
595797,Tim D. White,Himself - Paleoanthropologist,ACTOR
595798,Kampiro Kayrento,Himself - Fossil Hunter,ACTOR
595799,Yonatan Sahle,Himself - Archaeologist,ACTOR
312737,Isaac Wan,"Himself - Chief, Lamakara Village",ACTOR
1580307,Moli Isaac,Himself - Son of Chief Isaac,ACTOR
13240,Werner Herzog,,DIRECTOR
19704,Lauren Graham,Lorelai Gilmore,ACTOR
5259,Alexis Bledel,Rory Gilmore,ACTOR
14219,Scott Patterson,Luke Danes,ACTOR
31155,Kelly Bishop,Emily Gilmore,ACTOR
4696,Will Smith,Howard Inlet,ACTOR
2540,Edward Norton,Whit Yardsham,ACTOR
1261,Kate Winslet,Claire Wilson,ACTOR
1472,Michael Peña,Simon Scott,ACTOR
7184,Helen Mirren,Brigitte,ACTOR
2381,Jacob Latimore,Raffi,ACTOR
3382,Keira Knightley,Amy Moore,ACTOR
5797,Naomie Harris,Madeleine,ACTOR
7102,Ann Dowd,Sally Price,ACTOR
3323,Enrique Murciano,Stan,ACTOR
30031,Kylie Rogers,Allison Yardsham,ACTOR
2546,Natalie Gold,Beverly,ACTOR
21090,Liza Colón-Zayas,Robin,ACTOR
237928,Shirley Rumierk,Simon's Wife,ACTOR
639502,Alyssa Cheatham,Olivia,ACTOR
230319,Benjamin Snyder,Sally's Grandson,ACTOR
41633,Mary Beth Peil,Whit's Mother,ACTOR
639487,Andy Taylor,Father with Photo,ACTOR
49322,Michael Cumpsty,Chairman of the Board,ACTOR
639459,Claire Glassford,Junior Executive,ACTOR
639678,Joseph Castillo-Midyett,Teacher (Mexican Commercial),ACTOR
639621,Bryan Terrell Clark,Homeless A Capella Singer,ACTOR
128335,Marcus Paul James,Homeless A Capella Singer,ACTOR
639629,Mykal Kilgore,Homeless A Capella Singer,ACTOR
79837,Jimmy Palumbo,Super,ACTOR
233944,Elia Monte-Brown,Support Group Member,ACTOR
646335,Suzy Jane Hunt,Support Group Member,ACTOR
12569,Crystal Anne Dickinson,Support Group Member,ACTOR
82635,Andres Munar,Support Group Member,ACTOR
340058,Harriett D. Foy,Board Member,ACTOR
36865,Maureen Mueller,Board Member,ACTOR
46871,Steven Hauck,Board Member,ACTOR
225820,Robert 'Toshi' Kar Yuen Chan,Board Member,ACTOR
17821,Willie C. Carpenter,Board Member,ACTOR
639456,Jabriah Anderson,Marymount Student (uncredited),ACTOR
639789,Laura Hart,Passerby (uncredited),ACTOR
277209,Emily Bennett,Restaurant Patron (uncredited),ACTOR
639715,Liz Celeste,Ice Skater (uncredited),ACTOR
243679,Madeline Lupi,Marymount Student (uncredited),ACTOR
325342,Jordana Keller,Catholic School Girl (uncredited),ACTOR
639692,Reginald L. Barnes,NYC Tourist (uncredited),ACTOR
607963,Lily Peterson,Marymount Student (uncredited),ACTOR
9368,David Frankel,,DIRECTOR
590026,Ron Ollie,Himself,ACTOR
590023,John Iii Franklin,Himself,ACTOR
590024,John Iii Franklin,Herself,ACTOR
590025,John Iii Franklin,Himself,ACTOR
17198,Abraham Attah,Agu,ACTOR
1675,Idris Elba,Commandant,ACTOR
1223507,Emmanuel Nii Adom Quaye,Strika,ACTOR
17196,Opeyemi Fagbohungbe,Sergeant Gaz,ACTOR
17200,Emmanuel Affadzi,Dike,ACTOR
17197,Richard Pepple,Father Friday,ACTOR
17199,Ama K. Abebrese,Mother,ACTOR
594487,Kobina Amissah-Sam,Father,ACTOR
377409,John Arthur,Angry Bush Taxi Driver,ACTOR
77929,Kurt Egyiawan,2nd I-C,ACTOR
19440,Jude Akuwudike,Supreme Commander Dada Goodblood,ACTOR
594488,Ricky Adelayitor,Village Constable,ACTOR
594489,Ernest Abbeyquaye,Paramount Chief,ACTOR
594486,Nana Mensah,Young Girl,ACTOR
594491,Andrew Adote,Ecomod 2nd Lieutenant,ACTOR
594490,Francis Weddey,Big Brother,ACTOR
349078,Fred Nii Amugi,Pastor,ACTOR
594494,Grace Nortey,Old Witch Woman,ACTOR
594492,Emmary Brown,Grandfather,ACTOR
594493,Nataliah Andoh,BBC Host,ACTOR
342406,David Dontoh,,ACTOR
2364430,Cornelius Keagon,,ACTOR
17202,Cary Joji Fukunaga,,DIRECTOR
11277,Robbie Amell,Renton,ACTOR
6261,Rachael Taylor,Hannah,ACTOR
54239,Gray Powell,Father,ACTOR
231489,Jacob Neayem,Brother,ACTOR
21382,Shaun Benson,Sonny,ACTOR
538,Adam Butcher,Cuz,ACTOR
177092,Jamie Spilchuk,Mobius Common (voice),ACTOR
10474,Tantoo Cardinal,The Pope,ACTOR
422244,Nicolas Van Burek,News Anchor (voice),ACTOR
231490,Tony Elliott,,DIRECTOR
1770,Natalie Dormer,Sara / Jess Price,ACTOR
18760,Eoin Macken,Rob,ACTOR
78942,Stephanie Vogt,Valerie,ACTOR
651450,Osamu Tanpopo,Homeless Man,ACTOR
651447,Yasuo Tobishima,Sushi Chef,ACTOR
651439,Ibuki Kaneda,Mei (Schoolgirl),ACTOR
78947,Akiko Iwase,Head Teacher,ACTOR
78939,Kikuo Ichikawa,Businessman,ACTOR
78940,Noriko Sakura,Mayumi,ACTOR
41891,Jozef Aoki,Visitor Center Morgue Man,ACTOR
78941,Yûho Yamashita,Sakura,ACTOR
78675,Taylor Kinney,Aiden,ACTOR
592041,Gen Seto,Narusawa Bartender,ACTOR
78945,Terry Diab,Grandma,ACTOR
78944,Nadja Mazalica,Sara / Jess (Age 6),ACTOR
651389,Lidija Antonić,Mother of Sara / Jess,ACTOR
636847,Takako Akashi,Ubasute Old Woman #1,ACTOR
82200,Yuriri Naka,Narusawa Young Woman,ACTOR
46401,Yukiyoshi Ozawa,Michi,ACTOR
651376,Nemanja Naumoski,Pillowcase Man,ACTOR
651369,Tales Yamamoto,Blue Tent Man,ACTOR
78948,Meg Kubota,Ubasute Old Woman #2,ACTOR
651366,Mieko Wertheim,Ubasute Old Woman #3,ACTOR
78938,Rina Takasaki,Hoshiko,ACTOR
75263,Čarni Đerić,Father of Sara / Jess,ACTOR
651362,Yoshio Hasegawa,Aokigahara Police Sergeant,ACTOR
78946,Masashi Fujimoto,Yurei (uncredited),ACTOR
78949,Tatsujiro Oto,Yurei (uncredited),ACTOR
78943,James Owen,Peter (uncredited),ACTOR
78951,Shintaro Taketani,Yurei (uncredited),ACTOR
651359,Misaki Ishii,Airport Girl 2 (uncredited),ACTOR
78952,Jason Zada,,DIRECTOR
2323,Sean Bean,Narrator,ACTOR
103374,Lee Hye-ri,Sung Deok-sun,ACTOR
140194,Ryu Jun-yeol,Kim Jung-hwan,ACTOR
38441,Park Bo-gum,Choi Taek,ACTOR
38439,Go Kyung-pyo,Sung Sun-woo,ACTOR
140195,Lee Dong-hwi,Ryu Dong-ryong,ACTOR
101292,Ryu Hye-young,Sung Bo-ra,ACTOR
122899,Choi Sung-won,Sung No-eul,ACTOR
140196,Ahn Jae-hong,Kim Jung-bong,ACTOR
747462,Kim Seol,Sung Jin-ju,ACTOR
103760,Sung Dong-il,Sung Dong-il,ACTOR
91524,Lee Il-hwa,Lee Il-hwa,ACTOR
44199,Kim Sung-kyun,Kim Sung-kyun,ACTOR
71076,Ra Mi-ran,Ra Mi-ran,ACTOR
72789,Choi Moo-sung,Choi Moo-seong,ACTOR
255525,Kim Sun-young,Kim Sun-young,ACTOR
